!GO Term	EGF_Baseline	EGF_Stumulus
GO:0003779	0.75	-0.59
GO:0015020	1.17	0.58
GO:0016787	-0.14	1.08
GO:0055114	-1.85	-2.33
GO:0040003	-0.28	0.70
GO:0052689	-1.26	-0.57
GO:1900074	0.91	-0.73
GO:0001056	0.71	-2.07
GO:0000776	0.59	-0.64
GO:0040003	-0.80	1.74
GO:0045886	0.27	0.70
GO:0015020	-0.70	-1.10
GO:0005615	0.50	1.13
GO:0016021	-0.93	1.21
GO:0051489	-0.17	1.27
GO:0008270	-0.48	0.46
GO:0071013	0.45	-0.41
GO:0008270	0.15	1.21
GO:0030976	1.50	1.03
GO:0008150	0.80	-0.47
GO:0055129	0.76	0.27
GO:0090307	-0.83	0.52
GO:0010951	-1.67	0.47
GO:0016021	0.23	0.40
GO:0008150	-0.83	0.22
GO:1900074	-1.22	-0.38
GO:0050914	-0.70	0.49
GO:0060729	0.63	-2.28
GO:0051124	0.59	0.68
GO:0097482	1.93	-2.62
GO:0031594	0.56	-0.74
GO:0048477	-0.44	-1.05
GO:0035236	0.52	-0.31
GO:0005509	-1.07	0.22
GO:0008150	-1.19	0.47
GO:0016887	-1.35	-0.59
GO:0072487	-1.50	-0.64
GO:0046872	-1.11	0.68
GO:0008150	-0.69	0.19
GO:0050793	-0.92	0.61
GO:0016787	-0.70	0.11
GO:0050912	0.77	1.02
GO:0055114	1.48	1.54
GO:2001023	9.67	-1.82
GO:0046872	1.01	1.16
GO:0016021	0.49	-0.78
GO:0045892	3.15	-1.07
GO:0051298	3.86	-4.19
GO:0055085	-1.39	0.47
GO:0060271	-2.54	-0.94
GO:0050909	0.43	-1.03
GO:0006909	2.14	0.83
GO:0042826	-0.62	1.32
GO:0055085	-0.79	-0.62
GO:0042765	0.41	0.65
GO:0042052	2.12	3.19
GO:0055085	-1.90	1.48
GO:0008150	0.71	0.72
GO:0008150	1.08	0.43
GO:0015464	-0.32	-0.51
GO:0008150	-0.78	-0.57
GO:0016787	-0.55	-0.19
GO:0020037	0.74	1.18
GO:0016201	-1.17	0.47
GO:0035301	1.14	0.91
GO:0071013	0.69	-0.74
GO:0016339	1.18	0.27
GO:0008150	0.34	-0.36
GO:0050767	-0.35	0.89
GO:0012505	-1.64	0.75
GO:0042585	-0.79	0.37
GO:0098655	-1.88	0.39
GO:0032504	-0.97	0.81
GO:2000377	-1.20	0.81
GO:0048813	1.51	0.76
GO:0042623	-1.13	0.11
GO:0071013	-0.83	-0.52
GO:0042254	0.38	-2.25
GO:0006508	0.54	1.07
GO:0003676	0.57	-0.58
GO:0051603	2.01	0.61
GO:0016592	1.13	-0.24
GO:0040003	0.82	1.13
GO:0055037	0.08	-0.76
GO:0010623	-0.59	-0.86
GO:0061327	-0.34	0.62
GO:0045861	0.15	0.73
GO:0035363	-0.77	-0.88
GO:0045861	1.40	0.47
GO:0009972	-1.26	0.68
GO:0045433	-1.89	0.55
GO:0016324	-3.02	-3.61
GO:0017080	0.45	0.92
GO:0016021	-0.96	0.50
GO:0035099	-1.59	2.96
GO:0042332	-1.88	-0.82
GO:0015020	0.80	1.04
GO:0045211	-0.16	0.93
GO:2001141	5.10	2.10
GO:0048813	-1.32	0.82
GO:0003713	-1.65	-4.09
GO:0035010	-1.41	0.09
GO:0042594	0.26	-0.31
GO:0005509	0.56	0.91
GO:0097502	-0.41	0.56
GO:0016772	-1.30	0.56
GO:0097372	2.10	-1.31
GO:0043695	-0.72	-0.51
GO:0086010	0.37	1.98
GO:0019843	-1.36	0.64
GO:0030717	-1.14	-0.38
GO:0017176	1.20	-0.40
GO:0008150	-0.69	0.28
GO:0032504	-0.59	-0.92
GO:0006031	-0.24	-0.24
GO:0043189	1.11	-2.04
GO:0055114	-1.24	0.68
GO:0035220	-0.25	1.10
GO:0016021	-1.39	0.31
GO:0050911	-1.21	-1.60
GO:0046872	1.61	1.59
GO:0008150	-1.19	0.24
GO:0004252	0.17	0.57
GO:0046777	-0.60	0.34
GO:0016772	-1.45	0.35
GO:0045893	-0.28	-0.86
GO:0016021	-0.90	0.36
GO:0030497	1.21	0.59
GO:0008270	-0.57	1.11
GO:0016787	1.34	0.83
GO:0016791	-0.28	1.10
GO:0008270	1.49	1.15
GO:0071456	0.42	2.72
GO:0071632	-0.55	-1.39
GO:0045500	3.77	0.34
GO:0009982	-0.44	-0.17
GO:0046872	2.42	0.69
GO:0016567	-1.23	0.35
GO:0004867	-1.64	-1.22
GO:0008150	-0.64	0.57
GO:0000184	4.60	-0.64
GO:0031982	-0.47	0.69
GO:0008150	1.15	-0.47
GO:0055085	-1.62	0.58
GO:0070593	-1.79	0.73
GO:0050660	-1.43	1.16
GO:0045281	-1.25	-3.66
GO:0042600	1.81	-0.59
GO:0005575	-1.39	-0.99
GO:0008821	-1.29	0.89
GO:0010458	-0.80	-1.23
GO:0070816	1.34	-0.10
GO:0050911	0.78	0.93
GO:0044331	0.98	0.33
GO:0030497	-0.56	-1.40
GO:0008152	-1.98	0.60
GO:0004402	-2.74	-4.81
GO:0055114	-0.53	4.11
GO:0008270	-0.56	-0.30
GO:0046872	-0.88	0.90
GO:0097340	-0.96	0.93
GO:0016021	0.45	0.70
GO:0008150	-0.91	0.60
GO:0004867	-1.38	-1.29
GO:0055114	-0.43	-0.76
GO:0003682	0.26	-0.85
GO:0050907	0.62	1.14
GO:0016757	-0.48	0.09
GO:0015074	0.22	1.42
GO:0016021	-1.26	-0.78
GO:0008150	0.38	0.85
GO:0051539	-1.88	1.19
GO:0055114	-1.12	-1.15
GO:0051603	0.63	1.04
GO:0048812	0.50	0.80
GO:0008150	-0.67	0.49
GO:0055085	-0.88	1.20
GO:0046331	0.26	1.26
GO:0008270	0.75	1.60
GO:0045502	0.47	1.34
GO:0055114	-0.60	1.12
GO:0042623	0.39	0.96
GO:0019901	-1.82	-0.36
GO:0055114	-0.78	0.25
GO:0048096	-0.64	1.10
GO:0008270	-1.00	0.83
GO:0055114	-0.83	-0.29
GO:0008150	-1.71	-1.00
GO:0010951	0.33	-0.80
GO:0005929	1.28	0.10
GO:0030497	-0.08	1.76
GO:0045792	0.70	0.32
GO:0006508	-0.43	-1.19
GO:0008152	-0.53	-1.71
GO:0043547	-1.38	-1.42
GO:0048812	-1.33	0.34
GO:0045297	1.50	0.84
GO:0005912	0.82	-0.72
GO:0043565	-1.62	-0.93
GO:0008150	-1.38	0.49
GO:0008150	-0.54	-0.50
GO:0046983	1.18	-0.52
GO:0001075	-1.51	1.72
GO:0030246	-1.39	-0.80
GO:0035725	-0.21	-0.97
GO:0005811	-1.89	-1.93
GO:0040018	1.00	0.45
GO:0008150	-1.41	-1.07
GO:0045454	1.98	0.57
GO:0007476	-1.45	-0.73
GO:0040003	-1.63	0.86
GO:0051683	1.25	-1.96
GO:0071797	0.71	-0.97
GO:0050896	-0.39	-0.86
GO:0044262	0.70	0.98
GO:0016021	0.63	0.47
GO:0042325	1.50	0.82
GO:0016791	-0.91	0.29
GO:1902600	-1.23	-1.45
GO:0048102	1.03	0.45
GO:0042742	0.59	1.75
GO:0016059	-1.15	-0.44
GO:0016020	-0.55	-0.36
GO:0005100	-1.24	0.74
GO:0015031	-1.07	1.62
GO:0006412	-1.27	0.66
GO:0051287	-1.99	0.52
GO:0035220	-1.55	0.83
GO:0042811	1.36	0.98
GO:0009253	-0.27	0.57
GO:0008150	0.82	-0.66
GO:0048036	-1.59	-2.24
GO:0035725	-0.92	0.23
GO:0046692	0.37	0.54
GO:0046872	-0.76	1.22
GO:0034220	1.05	-0.64
GO:0042147	-0.40	0.56
GO:0008270	-0.36	0.57
GO:0046673	0.84	-0.86
GO:0046872	-1.42	0.67
GO:0072375	0.54	1.49
GO:0007379	0.54	1.06
GO:0055114	0.44	0.42
GO:0016020	-1.12	0.62
GO:0016323	-0.55	-0.99
GO:0042254	-2.09	-4.96
GO:0031937	-0.64	0.27
GO:0046872	-1.50	0.34
GO:0016788	-0.52	-0.25
GO:0032504	-0.79	0.61
GO:0035159	0.53	-0.55
GO:0050919	1.16	-2.57
GO:0005509	1.65	0.94
GO:0046872	0.27	0.36
GO:0051539	-2.23	2.07
GO:0030154	1.32	1.50
GO:0016787	-0.70	-0.18
GO:0030532	-1.03	-0.41
GO:0072488	0.38	0.38
GO:0001075	0.52	-4.15
GO:0008150	0.82	0.75
GO:0016021	-1.47	-0.54
GO:0008150	-0.96	-0.34
GO:0048042	0.40	0.89
GO:0016783	-1.28	0.58
GO:0008150	1.05	0.26
GO:0070700	1.29	0.78
GO:0008152	-1.25	0.72
GO:0008270	-0.66	-0.46
GO:0045211	-1.54	0.32
GO:0051082	1.19	-1.92
GO:0005694	-1.04	0.76
GO:0071212	-1.08	0.97
GO:0042594	-0.30	-0.91
GO:0000785	-1.54	-0.89
GO:0016021	-1.35	-0.93
GO:0008150	1.23	1.24
GO:0032259	-1.90	0.16
GO:0005730	-0.77	0.20
GO:0071013	-2.00	1.38
GO:0030968	0.29	0.75
GO:0032504	1.20	0.58
GO:0006914	-0.88	-0.64
GO:0008270	0.61	0.22
GO:0006508	-2.12	0.55
GO:0008150	-1.35	-0.94
GO:0004965	0.64	0.79
GO:0016021	1.59	0.82
GO:0006468	-0.51	0.55
GO:0055065	1.50	1.70
GO:0050829	0.46	-1.56
GO:0008150	0.82	0.75
GO:0008150	-2.14	0.51
GO:0006508	0.18	0.18
GO:0046331	-1.15	-1.59
GO:0071013	1.41	1.45
GO:0050321	1.43	0.66
GO:0055114	0.62	-0.61
GO:0016311	-0.22	0.80
GO:0008150	-0.35	0.92
GO:0008150	-0.84	0.66
GO:0048813	-1.77	0.37
GO:0048082	1.23	0.87
GO:0080182	1.55	0.42
GO:0005737	-1.06	0.64
GO:0008150	0.40	0.06
GO:0036126	-0.86	-1.15
GO:0005875	0.71	1.46
GO:0045211	1.10	-1.03
GO:0007076	-0.75	0.67
GO:0008150	-1.23	-0.89
GO:0019781	-0.43	0.19
GO:0008150	0.67	0.98
GO:0006378	0.16	0.80
GO:0052689	-0.21	1.07
GO:2000289	-0.60	-0.90
GO:0008270	1.13	1.21
GO:0052689	-0.94	0.17
GO:0035101	-0.47	-0.98
GO:0010623	1.72	-1.21
GO:0055114	-0.61	-0.84
GO:0008270	1.19	0.27
GO:0008340	1.94	0.81
GO:0050954	-1.45	0.81
GO:0080146	-1.37	1.70
GO:0008150	-0.82	0.55
GO:0040003	0.13	0.90
GO:0000164	1.20	-0.62
GO:0048471	-1.28	-1.07
GO:0000790	1.13	-1.14
GO:0051082	-0.48	-0.85
GO:0045211	-0.17	0.68
GO:0071683	-0.75	0.74
GO:0043547	-0.76	-0.90
GO:0008270	-0.09	-1.13
GO:0030145	0.45	1.45
GO:0008150	-1.08	-0.48
GO:0005509	0.58	1.10
GO:0050909	-0.69	0.59
GO:0051537	0.99	-0.40
GO:0015787	0.51	1.09
GO:0055114	-0.94	-0.59
GO:0016021	-1.34	0.35
GO:0022008	0.49	-1.11
GO:0046961	0.60	-0.86
GO:0030011	1.19	0.72
GO:0008150	0.35	0.33
GO:0055085	-1.37	-0.61
GO:0090175	0.21	1.31
GO:0040003	-0.91	-0.19
GO:0032504	0.09	1.77
GO:0042600	-1.04	-0.14
GO:0016021	-1.21	0.43
GO:0042586	0.78	0.70
GO:0055114	1.06	1.31
GO:0055114	1.39	1.71
GO:0055114	1.11	0.49
GO:0055114	-0.23	0.76
GO:0008152	0.60	0.36
GO:0080019	0.50	0.43
GO:0008150	0.74	1.62
GO:0016874	0.92	0.87
GO:0007052	1.87	-2.15
GO:0008150	1.01	-0.78
GO:0055085	-0.44	1.28
GO:0055085	0.59	0.67
GO:0008061	-0.74	-0.54
GO:0055114	0.49	0.08
GO:0006749	0.34	0.31
GO:0055114	0.29	-0.90
GO:0008150	-0.96	-0.84
GO:0055088	0.07	0.21
GO:0008270	4.27	0.18
GO:0008152	-0.94	-0.06
GO:0006184	1.13	0.87
GO:0007165	1.33	0.53
GO:0046961	0.20	1.16
GO:0004663	-1.61	1.34
GO:0048813	-1.58	0.47
GO:0040003	0.35	0.44
GO:0043025	1.16	-1.02
GO:0008150	-1.44	0.57
GO:0090302	-0.45	0.57
GO:0043229	0.45	1.33
GO:0016263	0.43	-1.95
GO:0008150	-0.53	0.07
GO:0048814	1.02	0.52
GO:0042060	-0.58	0.18
GO:0038202	-1.33	1.03
GO:0016360	-1.02	0.90
GO:0004972	-0.19	0.60
GO:1900408	-1.29	-1.24
GO:0008150	-0.49	0.99
GO:0048812	0.47	-1.40
GO:0055114	-0.37	0.90
GO:0008150	-0.34	0.24
GO:0009986	-1.38	0.48
GO:0055114	-0.96	1.30
GO:0016485	0.88	0.23
GO:0031227	0.66	0.24
GO:0045211	-1.20	-1.22
GO:0055085	0.67	-3.18
GO:1902600	0.25	0.81
GO:0035010	-0.89	0.51
GO:0016768	-0.76	0.45
GO:0008152	-1.30	-0.98
GO:0008150	-0.74	-0.62
GO:0008045	0.59	-0.38
GO:0007606	0.60	0.36
GO:0045944	0.26	-0.07
GO:0008150	-0.46	0.24
GO:0001078	-0.35	-0.23
GO:0005686	-0.16	0.15
GO:0048749	-0.60	-1.12
GO:0043001	-0.86	-0.30
GO:0044545	-1.81	-4.33
GO:0042059	1.53	0.22
GO:0070828	0.88	-1.40
GO:0006508	-0.76	0.96
GO:0071013	-0.85	0.95
GO:0022008	-1.40	-0.42
GO:0008017	-1.00	-0.70
GO:0055114	1.79	-0.63
GO:0051686	-1.04	0.41
GO:0003674	-0.47	0.06
GO:0016021	0.53	0.53
GO:0016874	-1.18	1.02
GO:0046329	-1.02	0.52
GO:0098655	-0.19	-0.37
GO:0016757	1.47	1.34
GO:0055085	-1.54	1.29
GO:0048477	0.19	-0.32
GO:0055085	-0.54	0.62
GO:0046872	-0.68	0.14
GO:0032580	-0.92	0.97
GO:0055085	0.42	-0.25
GO:0055114	-0.74	0.12
GO:0044130	0.72	0.90
GO:0034472	-1.46	-2.70
GO:0045454	-1.18	-0.57
GO:0055114	1.00	-0.67
GO:0055114	0.56	-0.47
GO:0040003	-0.63	0.15
GO:0016051	1.22	0.48
GO:0046982	-2.03	-3.03
GO:0046693	0.43	-0.78
GO:0060305	1.27	-2.02
GO:0035010	-1.77	1.38
GO:0030150	-1.46	-1.24
GO:0070374	-1.02	-0.91
GO:0055114	-1.50	-0.19
GO:0050909	0.91	0.61
GO:0055085	0.55	1.60
GO:0055114	-1.14	-0.40
GO:0071456	-6.26	-6.09
GO:0046872	1.63	0.75
GO:0055114	-1.61	-0.30
GO:0048803	0.69	-0.82
GO:0046872	-0.50	0.43
GO:0055114	-0.37	0.78
GO:0045116	-1.07	-1.11
GO:0042332	-0.75	0.63
GO:0044212	0.80	1.04
GO:0051607	-1.52	1.84
GO:0055114	1.35	0.28
GO:0008270	0.94	0.66
GO:0043024	-0.47	0.04
GO:1900738	1.30	-0.55
GO:0097502	-1.39	1.23
GO:0042384	0.80	0.66
GO:0008150	-0.80	1.17
GO:0008150	-1.40	-0.82
GO:0046872	-0.93	0.47
GO:0055085	1.78	0.54
GO:0048018	-0.57	1.81
GO:0090305	-0.88	0.31
GO:0055114	-0.71	0.61
GO:0008150	0.30	0.44
GO:0016021	-0.29	1.40
GO:0043565	-1.21	0.91
GO:0008150	-1.73	1.31
GO:0043195	-1.21	-0.54
GO:0046939	1.05	1.29
GO:0008150	1.24	0.75
GO:0015986	-0.77	0.15
GO:0008150	0.37	0.96
GO:0016573	-0.58	0.44
GO:0008150	-0.75	1.63
GO:0038202	-1.17	-0.68
GO:0008649	1.05	0.85
GO:0016887	0.60	-0.46
GO:0050912	1.32	1.16
GO:0007606	-1.75	0.35
GO:1902476	-1.24	-2.09
GO:0016757	0.55	1.16
GO:0055085	-0.66	-0.61
GO:0098655	-0.08	-0.47
GO:0043565	-1.91	0.14
GO:0090302	-0.64	-0.79
GO:0046872	1.63	0.74
GO:0008150	0.90	0.96
GO:0008150	-0.38	-0.60
GO:0070864	-1.38	0.50
GO:0040003	-0.96	0.74
GO:0017040	-1.36	-0.97
GO:0050909	1.10	1.57
GO:0005515	1.01	1.26
GO:0051594	-0.86	-1.96
GO:0008150	-1.74	-1.60
GO:2000158	-0.99	-0.46
GO:1902358	-1.08	2.25
GO:0016757	-0.98	0.03
GO:0016021	0.40	0.36
GO:0046534	1.50	0.62
GO:0016021	-0.47	-0.44
GO:0061028	-0.59	1.08
GO:0048812	-1.27	1.56
GO:0008150	1.27	-1.80
GO:0008150	-0.08	0.96
GO:0030246	1.35	0.61
GO:0016787	-1.12	-1.12
GO:0008236	1.13	-1.26
GO:0022008	-0.45	0.23
GO:0097502	-1.36	-2.03
GO:0008152	-1.24	0.75
GO:0042048	0.20	0.36
GO:0055085	-0.83	-0.78
GO:0008270	0.98	-0.83
GO:0035096	1.05	1.03
GO:0061057	0.27	0.50
GO:0016311	-0.97	0.89
GO:0006508	-1.81	0.29
GO:0008152	0.21	0.26
GO:0008150	-1.37	-1.36
GO:0006950	0.35	-0.41
GO:0035220	0.53	-0.90
GO:0030529	1.22	0.75
GO:0006508	-1.09	0.31
GO:0016021	1.38	1.92
GO:0043186	-0.50	0.46
GO:0042600	-1.02	-1.55
GO:0015020	-0.37	-1.16
GO:0008150	0.69	0.91
GO:0055085	1.15	1.15
GO:0070652	0.38	-0.85
GO:0019784	-1.03	0.55
GO:0055114	-0.16	-1.01
GO:0016021	0.22	0.42
GO:0008150	0.67	-0.73
GO:0045475	-0.81	0.07
GO:0050911	0.27	0.94
GO:0046912	-0.78	0.63
GO:0008152	1.10	-0.57
GO:0005515	-0.73	0.72
GO:0008150	-1.30	1.24
GO:0060179	-1.01	-1.50
GO:0016573	0.35	0.85
GO:0052740	-1.10	-1.04
GO:0051642	-0.85	1.67
GO:0019706	-1.64	0.48
GO:0055085	-0.78	-0.62
GO:0055114	1.06	-0.46
GO:0008150	1.66	-1.00
GO:0051028	1.96	1.15
GO:0040003	-0.58	-0.40
GO:0071711	-0.93	-1.34
GO:0035159	-0.59	-0.87
GO:2000331	-1.34	-0.76
GO:0042594	1.14	0.41
GO:0097542	-0.97	5.33
GO:0046331	-0.31	0.88
GO:0048009	0.88	0.69
GO:1902559	-0.57	-0.36
GO:0006413	-1.27	0.60
GO:0032504	0.98	0.77
GO:0008150	-0.48	0.50
GO:0048812	-0.11	0.95
GO:0004252	1.09	0.25
GO:0048488	2.81	0.72
GO:0005509	-1.41	-0.28
GO:0032504	0.93	0.63
GO:0046331	-0.97	0.61
GO:0048477	-0.62	0.37
GO:0042600	-0.39	0.44
GO:0055085	-0.54	-1.05
GO:0070062	0.04	-1.37
GO:0045572	1.23	1.61
GO:0008061	0.72	0.77
GO:0055085	-1.35	-0.27
GO:1901739	1.30	1.27
GO:0030431	-1.17	0.45
GO:0005886	-0.66	0.57
GO:0055114	-0.26	-0.88
GO:0043021	1.51	-0.72
GO:0008270	1.69	0.55
GO:0016021	-0.76	-0.91
GO:0030955	0.22	0.56
GO:0055085	-0.78	1.01
GO:0005814	-0.86	1.02
GO:0005515	1.14	0.95
GO:0048812	-1.18	0.61
GO:0050830	0.18	0.50
GO:0048854	-2.42	-2.16
GO:0045747	0.81	2.04
GO:0055114	-0.71	0.92
GO:0050829	-1.21	0.50
GO:0032504	-0.80	0.76
GO:0046331	0.54	0.66
GO:0046872	1.42	-1.48
GO:0008150	-1.41	-1.34
GO:0051781	0.55	0.82
GO:0008150	-1.64	0.26
GO:0032863	-0.94	-0.60
GO:0008150	-0.88	0.21
GO:0050911	0.27	0.93
GO:0060810	-2.12	-0.38
GO:0016881	-1.04	1.46
GO:0008150	0.53	0.62
GO:0003705	-1.67	-1.60
GO:1901563	-0.74	0.41
GO:0042060	-0.84	-1.23
GO:0017183	1.44	0.33
GO:0048935	0.45	0.88
GO:0097062	-1.51	-0.97
GO:0016311	2.24	-1.67
GO:0046872	-1.29	0.56
GO:0042169	0.73	0.98
GO:0071816	-0.51	0.24
GO:0048813	-0.68	1.13
GO:0042623	-0.57	-0.83
GO:0008150	-0.91	-0.92
GO:0035435	-1.65	-0.58
GO:0030955	-0.79	-0.21
GO:0005515	1.80	1.55
GO:0071539	-1.07	-0.59
GO:0008150	-0.85	0.40
GO:0008270	-1.06	0.82
GO:0035235	0.67	0.92
GO:0008150	-0.78	0.22
GO:0032321	0.83	0.67
GO:0016787	-0.79	-0.46
GO:0019028	-0.95	0.56
GO:0043086	-0.94	0.77
GO:0032027	0.32	-1.45
GO:0016042	-0.28	-0.84
GO:0016747	-0.22	0.83
GO:0045178	-1.77	1.91
GO:0006366	-0.55	1.74
GO:0016021	-0.51	-2.09
GO:0046872	0.54	1.09
GO:0035103	-0.62	0.36
GO:0006952	1.65	0.97
GO:0052833	-0.62	-1.15
GO:0005615	0.71	0.56
GO:1901475	-1.26	1.67
GO:0030014	1.42	1.41
GO:0008270	-1.23	0.72
GO:0071013	-1.37	-2.82
GO:0051497	0.66	-1.79
GO:0003735	0.48	0.50
GO:0046983	-0.68	-0.39
GO:0008150	-1.12	1.58
GO:0048142	-1.37	-3.65
GO:0035079	-1.69	1.36
GO:1901642	0.32	0.70
GO:0006450	-1.12	0.51
GO:0005840	-1.38	-0.12
GO:0055114	-0.28	0.70
GO:0055085	1.20	0.80
GO:0016757	-0.81	-2.82
GO:0035335	-1.45	-1.78
GO:0046331	-1.22	-0.79
GO:0060967	-1.53	-0.40
GO:0046983	-0.40	0.91
GO:0006184	-1.18	1.30
GO:0008150	-0.98	0.48
GO:0005575	-1.84	-0.95
GO:0008150	-0.80	0.34
GO:0051726	-1.14	1.48
GO:0050829	-0.78	0.60
GO:0042787	0.29	1.02
GO:0051438	-1.57	1.60
GO:0008157	1.07	-0.69
GO:0008150	1.16	0.27
GO:0016021	-1.39	0.64
GO:0008418	0.72	1.09
GO:0060070	-1.15	1.56
GO:0090307	-1.62	-1.26
GO:0051301	-1.21	-0.36
GO:0003677	0.74	0.90
GO:0044719	-0.28	1.41
GO:0005576	-0.73	0.38
GO:0008270	0.31	-1.34
GO:0016149	0.19	0.46
GO:0015770	2.03	1.19
GO:0055114	-0.20	0.86
GO:0098655	-1.58	-0.87
GO:0080019	0.94	1.05
GO:0036064	-1.09	-0.62
GO:0016021	1.50	-0.04
GO:0045892	-1.90	-1.98
GO:0046939	-0.72	0.54
GO:0071421	-1.72	0.97
GO:0048477	0.87	-2.21
GO:0016021	-1.39	0.33
GO:0044212	-1.00	-0.76
GO:0031201	0.87	0.28
GO:0035299	1.55	-1.19
GO:0008150	0.45	-1.44
GO:0030145	-0.27	0.82
GO:0008150	0.57	0.46
GO:0045944	0.64	2.49
GO:0008150	0.13	1.91
GO:0008150	1.20	-0.68
GO:0008536	0.24	0.65
GO:0032504	1.33	0.32
GO:0060810	1.06	1.71
GO:0007616	-0.78	1.34
GO:0048812	-0.82	0.40
GO:0004252	-0.56	1.61
GO:0006390	0.73	-0.97
GO:0008150	-0.86	0.54
GO:0022008	-0.55	-0.93
GO:0007165	-0.60	-1.00
GO:0004252	0.14	0.43
GO:0045272	-1.18	-1.03
GO:0016021	-1.75	1.54
GO:0070628	-0.38	-0.21
GO:1902600	-1.21	0.85
GO:0008150	-1.81	1.66
GO:2000134	-0.39	0.81
GO:0008150	-1.30	0.26
GO:0071805	-0.59	0.84
GO:1902600	-1.03	1.07
GO:0016787	0.60	0.37
GO:0045880	-0.39	-1.43
GO:0006897	-1.30	0.72
GO:0006685	-1.13	-0.25
GO:0005762	0.78	1.03
GO:0035725	1.01	1.24
GO:0034220	0.33	0.61
GO:0071013	-1.09	1.94
GO:0048190	0.93	0.18
GO:0071013	1.17	0.62
GO:0006508	1.02	3.62
GO:0016747	-1.89	-0.96
GO:0048812	-0.08	-1.43
GO:0046872	-1.52	0.90
GO:0016757	0.67	-0.90
GO:0016020	-0.44	0.69
GO:0006508	1.01	0.44
GO:0016021	1.18	-2.05
GO:0038032	0.69	1.56
GO:0034620	1.77	0.62
GO:0055114	-0.89	0.99
GO:0008150	-1.08	1.02
GO:0006468	1.79	0.52
GO:1903363	-0.28	0.64
GO:0030182	-0.25	0.47
GO:0016020	0.87	0.87
GO:0040003	-1.95	0.67
GO:0008242	-1.08	1.28
GO:0008150	-1.44	1.61
GO:0033290	2.32	-3.18
GO:0005509	-0.87	0.67
GO:0007015	1.36	0.99
GO:0008150	-1.66	-0.51
GO:0008150	-1.33	0.33
GO:0008270	0.53	1.10
GO:0045211	-2.01	0.95
GO:0045272	1.36	-1.01
GO:0090307	0.99	0.25
GO:0070374	-0.39	-1.20
GO:0071897	-0.61	1.10
GO:0044020	-0.35	0.41
GO:0017080	0.74	0.82
GO:0030145	2.55	5.65
GO:0090163	-0.82	0.39
GO:0071013	-1.31	1.15
GO:0046982	1.56	1.27
GO:0022008	-0.96	-0.57
GO:0042981	0.07	0.46
GO:0042586	0.38	1.09
GO:0008261	1.11	0.59
GO:0055070	-0.98	-1.30
GO:0008150	0.68	1.79
GO:0016592	-1.88	-4.05
GO:0042162	-0.39	0.75
GO:0071013	-1.08	1.11
GO:0006450	-0.58	1.34
GO:0032504	-1.81	-0.38
GO:0060261	0.63	0.69
GO:0048515	-0.42	0.66
GO:0045735	-0.77	-0.45
GO:1902600	-1.86	-1.71
GO:0008152	-0.63	0.15
GO:0022008	5.31	-3.44
GO:0047453	-1.43	-0.64
GO:0008236	1.35	-1.52
GO:0008270	-1.41	0.56
GO:0070971	0.39	-0.60
GO:0016787	0.49	-1.01
GO:0071481	-0.95	2.55
GO:0008152	-1.07	-0.53
GO:0008270	-0.54	-1.00
GO:0006508	-0.31	0.56
GO:0008017	-0.95	1.01
GO:0008150	-0.84	0.24
GO:0017159	-0.43	0.37
GO:0003676	-0.79	0.12
GO:0008270	1.58	-0.98
GO:0008532	0.92	-1.15
GO:0008150	-1.48	-0.54
GO:1902476	0.75	1.51
GO:0090263	-1.18	-2.05
GO:0043025	-1.11	-0.31
GO:0008270	-0.52	1.61
GO:0036065	0.63	1.20
GO:0048749	0.88	-0.87
GO:0016021	0.74	-0.07
GO:0003677	-0.93	1.48
GO:0052689	-1.09	-1.06
GO:0006508	-1.11	-0.31
GO:0048619	1.28	-1.72
GO:0004252	-1.37	1.14
GO:0007605	-0.77	-1.94
GO:0060100	1.49	0.63
GO:0043195	0.70	0.83
GO:0048104	7.82	-0.89
GO:0008150	-0.67	0.32
GO:0008150	-0.74	0.28
GO:0008150	-1.42	-0.35
GO:0008593	-0.78	-0.96
GO:0051287	-0.56	0.36
GO:0008150	-0.95	-1.23
GO:0050832	0.61	1.53
GO:0008150	0.58	0.58
GO:2000331	-1.03	-0.75
GO:0030424	-0.51	0.23
GO:0008150	0.52	0.84
GO:0005884	-1.62	1.55
GO:0035335	-0.67	1.39
GO:0045263	-1.67	0.44
GO:0055114	0.56	0.89
GO:0071805	-2.02	-1.37
GO:0046329	0.91	-0.63
GO:0070252	-1.59	0.35
GO:0008150	6.24	1.53
GO:0043296	-1.51	-1.26
GO:0035074	-0.57	0.71
GO:0040008	-0.34	0.56
GO:0046872	0.81	1.61
GO:0016020	0.56	0.66
GO:0008152	1.56	0.10
GO:0022008	-0.40	-0.50
GO:0005575	0.23	0.32
GO:0004175	-0.73	-3.56
GO:0008150	1.12	0.25
GO:0016263	0.50	0.81
GO:0032504	-0.28	-0.49
GO:0046578	0.09	-0.58
GO:0008152	-0.46	0.59
GO:2000331	1.50	-0.94
GO:0070469	0.19	0.79
GO:0008150	1.58	0.50
GO:0070588	1.17	-0.34
GO:0032504	-1.70	-1.23
GO:0006412	-1.72	0.58
GO:0046080	-1.01	0.38
GO:0048515	1.11	0.54
GO:0071805	0.31	1.73
GO:0097004	0.92	0.61
GO:0006468	-1.27	-1.68
GO:0030170	0.72	-1.44
GO:0070822	-1.08	1.39
GO:0071013	1.94	-0.41
